# Метеостанция Екатеринбург, Россия, WMO_ID=28440, выборка с 11.12.2023 по 11.12.2024, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=28440&lang=ru
#
"Местное время в Екатеринбурге";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.04.2024 17:00";"3.5";"744.0";"770.1";"0.8";"95";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"Дождь.";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"2.7";"";"";"";"";"";"";
"25.04.2024 14:00";"2.2";"743.2";"769.4";"0.8";"95";"Ветер, дующий с юго-юго-востока";"2";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Морось.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.0";"1.5";"";"";"";"";"";"";
"25.04.2024 11:00";"0.7";"742.4";"768.7";"0.5";"96";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"Дождь со снегом или другими видами твердых осадков";"Морось.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"100-200";"";"";"4.0";"0.1";"";"";"";"";"";"";
"25.04.2024 08:00";"-0.2";"741.9";"768.3";"0.5";"96";"Ветер, дующий с юго-востока";"4";"";"10";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения.  Диаметр отложения при гололеде составляет 2 мм.";"Снег и/или другие виды твердых осадков";"Морось.";"-0.4";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-0.8";"6.0";"12";"";"";"Ровный слой слежавшегося или мокрого снега покрывает поверхность почвы полностью.";"4.0";
"25.04.2024 05:00";"-0.4";"741.4";"767.8";"-0.2";"95";"Ветер, дующий с юго-востока";"6";"10";"10";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"2.0";"-1.1";"";"";"";"";"";"";
"25.04.2024 02:00";"0.8";"741.6";"767.8";"-1.0";"78";"Ветер, дующий с юго-востока";"5";"10";"11";"100%.";"Ледяная крупа.  Диаметр отложения при гололеде составляет 1 мм.";"Ливень (ливни).";"Дождь со снегом или другими видами твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"10.0";"-2.6";"";"";"";"";"";"";
"24.04.2024 23:00";"0.6";"742.6";"769.0";"-0.3";"70";"Ветер, дующий с востоко-юго-востока";"4";"";"10";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"-4.3";"";"";"";"";"";"";
"24.04.2024 20:00";"0.8";"742.9";"769.3";"-0.2";"60";"Ветер, дующий с востока";"4";"";"10";"100%.";" ";"";"";"";"1.7";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"-6.2";"Следы осадков";"12";"";"";"";"";
"24.04.2024 17:00";"1.1";"743.1";"769.4";"-0.3";"56";"Ветер, дующий с востока";"5";"10";"10";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"-6.7";"";"";"";"";"";"";
"24.04.2024 14:00";"1.5";"743.4";"769.7";"-0.3";"59";"Ветер, дующий с востока";"5";"10";"10";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"-5.7";"";"";"";"";"";"";
"24.04.2024 11:00";"0.9";"743.7";"770.1";"-0.1";"69";"Ветер, дующий с востока";"4";"";"10";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"0.9";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"20.0";"-4.3";"";"";"";"";"";"";
